ok,http_status,content_length,attempts,error,dataset_id,role,description,month,url
True,200,917138866,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-01,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-01.zip
True,200,741585262,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-02,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-02.zip
True,200,825286804,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-03,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-03.zip
True,200,651957126,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-04,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-04.zip
True,200,1312994321,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-05,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-05.zip
True,200,1389535988,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-06,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-06.zip
True,200,918401418,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-07,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-07.zip
True,200,868784067,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-08,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-08.zip
True,200,706068758,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-09,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-09.zip
True,200,715736480,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-10,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-10.zip
True,200,589726378,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-11,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-11.zip
True,200,710121918,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2021-12,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-12.zip
True,200,782927921,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-01,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-01.zip
True,200,704418112,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-02,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-02.zip
True,200,626225460,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-03,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-03.zip
True,200,476128482,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-04,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-04.zip
True,200,803006107,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-05,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-05.zip
True,200,977571627,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-06,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-06.zip
True,200,829086641,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-07,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-07.zip
True,200,541529123,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-08,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-08.zip
True,200,548619640,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-09,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-09.zip
True,200,382702187,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-10,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-10.zip
True,200,465824209,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-11,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-11.zip
True,200,235806432,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2022-12,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-12.zip
True,200,388543348,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-01,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-01.zip
True,200,432051041,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-02,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-02.zip
True,200,767678501,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-03,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-03.zip
True,200,512842183,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-04,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-04.zip
True,200,468405603,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-05,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-05.zip
True,200,509287275,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-06,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-06.zip
True,200,329652487,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-07,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-07.zip
True,200,316899048,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-08,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-08.zip
True,200,295563986,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-09,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-09.zip
True,200,492720741,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-10,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-10.zip
True,200,408417791,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-11,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-11.zip
True,200,431442108,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2023-12,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-12.zip
True,200,522743749,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-01,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-01.zip
True,200,472350747,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-02,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-02.zip
True,200,847406944,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-03,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-03.zip
True,200,673475890,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-04,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-04.zip
True,200,502066717,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-05,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-05.zip
True,200,340036587,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-06,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-06.zip
True,200,488332735,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-07,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-07.zip
True,200,621175912,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-08,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-08.zip
True,200,457356098,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-09,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-09.zip
True,200,480827973,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-10,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-10.zip
True,200,729944402,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-11,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-11.zip
True,200,683913057,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2024-12,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2024-12.zip
True,200,692363439,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-01,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-01.zip
True,200,567527394,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-02,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-02.zip
True,200,708582622,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-03,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-03.zip
True,200,596176579,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-04,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-04.zip
True,200,504086793,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-05,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-05.zip
True,200,407768914,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-06,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-06.zip
True,200,393122038,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-07,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-07.zip
True,200,430144584,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-08,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-08.zip
True,200,338553600,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-09,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-09.zip
True,200,678684486,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-10,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-10.zip
True,200,776936266,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-11,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-11.zip
True,200,609312983,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2025-12,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2025-12.zip
True,200,542757450,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2026-01,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-01.zip
True,200,1006713302,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2026-02,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-02.zip
True,200,799224859,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2026-03,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-03.zip
True,200,508207480,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2026-04,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-04.zip
True,200,413059686,1,,futures_um_aggTrades,main,USD-M futures aggregate trades; rebuild aggressive flow with isBuyerMaker.,2026-05,https://data.binance.vision/data/futures/um/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-05.zip
True,200,214923676,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-01,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-01.zip
True,200,257304829,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-02,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-02.zip
True,200,394451403,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-03,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-03.zip
True,200,308144501,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-04,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-04.zip
True,200,358364065,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-05,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-05.zip
True,200,221733819,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-06,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-06.zip
True,200,277117854,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-07,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-07.zip
True,200,387525281,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-08,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-08.zip
True,200,326073370,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-09,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-09.zip
True,200,267408909,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-10,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-10.zip
True,200,506462233,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-11,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-11.zip
True,200,585162605,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2020-12,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2020-12.zip
True,200,1004319450,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-01,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-01.zip
True,200,901070030,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-02,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-02.zip
True,200,827846806,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-03,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-03.zip
True,200,784690641,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-04,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-04.zip
True,200,1119069626,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-05,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-05.zip
True,200,713347281,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-06,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-06.zip
True,200,492306386,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-07,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-07.zip
True,200,574367420,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-08,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-08.zip
True,200,500555801,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-09,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-09.zip
True,200,593247533,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-10,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-10.zip
True,200,566323681,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-11,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-11.zip
True,200,970678033,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2021-12,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2021-12.zip
True,200,443094740,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-01,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-01.zip
True,200,382097433,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-02,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-02.zip
True,200,418697157,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-03,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-03.zip
True,200,360485100,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-04,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-04.zip
True,200,529004310,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-05,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-05.zip
True,200,477803237,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-06,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-06.zip
True,200,1530382626,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-07,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-07.zip
True,200,2238736907,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-08,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-08.zip
True,200,2254775142,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-09,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-09.zip
True,200,1897220182,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-10,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-10.zip
True,200,2460042801,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-11,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-11.zip
True,200,1582989803,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2022-12,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2022-12.zip
True,200,2278512445,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2023-01,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-01.zip
True,200,2624704281,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2023-02,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-02.zip
True,200,2658089884,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2023-03,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-03.zip
True,200,392591107,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2023-04,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-04.zip
True,200,327821304,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2023-05,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-05.zip
True,200,317893465,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2023-06,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-06.zip
True,200,230203311,1,,spot_aggTrades,main,Spot aggregate trades; spot lead/lag against USD-M futures.,2023-07,https://data.binance.vision/data/spot/monthly/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2023-07.zip
